   -4.7787517000        -2.4117475000        -1.5667098000         3.4737202000         7.7915092000       -0.97395175000        -4.1233578000        0.82309236000         3.9064693000         6.7996134000       -0.26536574000         1.4579809000         5.5117860000         6.3712380000       -0.74770324000         5.8152167000         4.6652139000         1.0771819000         3.8229444000         7.9652312000        -1.4121851000        -5.8212129000       -0.23264772000         8.1646073000         2.8808278000        -1.5832747000         1.7115627000         4.0053458000         7.8496619000         2.3645799000        -2.9927392000         2.5395362000         4.3540022000         5.1206635000         1.4823341000       -0.78953893000         4.6045521000         7.1533419000         3.4504805000         2.8623213000     
    2.4672174290         2.2685950804         2.5246065255         4.2159152744         4.7882525775       -0.98105659971         4.3332983564         7.9194709333         4.2323055252        0.22842925261        -1.3384307127         1.8895762822         9.6863378258         1.0728755321        0.62972403983         6.7855125327         6.3069547758       -0.21900918107         4.8577167540        0.71725208325        -3.0792393191         2.4140330562         7.8527848612         3.1715015912        -2.3810397462        -1.4159642492       -0.19734059411         7.9368239578        -2.6107303086        -1.0936638691       -0.37389073096         3.2576444827         7.0964499057        -2.0707801878       -0.41913566777        0.34332152042         6.4065579733         4.4266345287        -2.5957270389         5.5135160833     
    8.0379070131        0.47199832745         4.2110810854         5.7522799058       -0.20194710357         1.6479018206         6.1053537474         3.7620521673        -3.2316478528         4.1728326877         6.4726441417         5.9476844139         6.6693778760       -0.73408079517         2.7181001373         8.5723692565         1.3232853237       -0.19668037138         6.4487946673         1.4782801075       -0.51222463593        0.95674270678         8.4127285515        0.53066285311         1.5295246318         2.2448331356         3.9195279652         7.7747844005         1.4908231226         1.9429823066         4.2467194331         5.3175129284        0.46655350186        -1.5603041941         2.2965942417         8.2945058382        0.57380554728        -3.0746511329       -0.13027184529         5.5587018199     
    4.9084271991       -0.12552996709         5.0625286254         4.2200919519        -1.0647088010         2.9917871689         6.5354062264        -2.3149982480         2.2153582811         3.4936801034         9.4759495327        -3.3550099987        0.60909656581        0.29179890913         3.5375033692         8.1300547486       -0.77489109037         2.6650093776         7.6712120953       -0.15627547353        0.45139825033         2.6658757623         9.3104398472         1.8143718855         1.2672281471         6.3454170597         5.5590983184        -3.9306351292        0.75044998357         2.6980005975         6.8713322142        -1.7896888784       -0.34861304148        0.78561723876         4.6794594375         5.6731912712        -1.2856918653         4.0863960484         6.7101362473         7.8083382148     
    4.9181771687         4.6425059118         5.8316989227         2.2189813993       -0.71519381736         3.6830279733         7.5389654048         1.5024367754         4.0814773156         5.2565611120        -5.1193335441         1.3017006068         1.3193559451         9.1754580411         3.1959496449        -3.4732046112        0.33749910368         3.7123537213         7.6231356375        0.50192056561E-01     3.4505616901         8.6474003503       -0.20639056168        -3.1510332494         1.4915006045         6.8903583211        -2.8515233094         2.3180191299        0.94937603348         5.8147596861         1.9630904056        -2.5828266894         1.6102877101         8.1190807481         3.4549018216        -2.4269677145        0.64333836039         4.8589362872         7.6038597321        -4.0217705086     
    1.6939972523         9.8506167752       -0.51579009734         4.0601061206         5.5799469109         7.4130889148         5.5583004046        -1.8766313081         3.2119871035         1.5756061182        -1.9864071494       -0.32207254348         7.4703222131        -2.0257758274        -3.4601023667        0.61589391234         4.7780407844         7.6700159870         5.4298198490        0.38732538309E-01     4.4131172326         2.9263043543        -3.0986224927         2.1708734920         9.0945349617         5.7306828238        0.33355832819         4.1694681224         4.9542729909        -1.4836880941       -0.93227952625        0.98517558482         2.5177419021         7.8512243443       -0.99742519794         1.2705749101         1.2693174008         6.3731477444         1.6107454234        -2.1185812876     
    4.2302379978         11.856872230         4.1763122118        -1.6247175425         6.3995821504       -0.60885002268       -0.43244769914       -0.51369337429         3.6230700608         3.0858431610        -1.6873816642       -0.10378295783         7.5909118915         3.2135179351         1.3729183638         3.6913044089         7.0863155942       -0.30215299756        -4.7201899727        0.45748373229         6.6436993944       -0.55084947866       -0.87375470049        -1.8520993860         8.4190623009         2.2460605523        -1.8903887694         4.3233002520         4.5463969956        -2.5785676364         2.4503528022         7.6288819034         5.1542435477        -1.4436792317       -0.60647371343         3.0281875231         7.4033799056        -1.8757735462        -1.6637084231         1.1089711118     
   0.33685110404        -5.9064133738       -0.96181797057        -4.8206794156         3.8230699079         5.0395398522       -0.46124833071         2.2899360525         5.3299577489        0.17629150998        -1.2207094032       -0.60740873314         6.8620891003         5.8933235241       -0.42714750275         5.4226989348        0.97513509339        -3.2452482931         2.3978440150         6.1383685887         5.3256091114       -0.71803336751       -0.98582314552E-01    0.89021990890         7.8432236515        0.94122174724       -0.88615722397         4.1316605111         4.1947134840        -3.0077921084        0.60648471360         8.9497581902       -0.16516395325         2.6614702722         2.2818424739         4.6891454995         3.1554497748        -2.2293863460         2.4043425291         8.7187262045     
   0.40451684214         4.5132251591         2.6689070944        -1.4504242416        0.78492742629         8.1389883180         5.4134495790         1.3252989102         3.4302493282       -0.10470766104         2.5830984286         5.2397769646         8.0859040036         2.6077065206        0.38994791059         6.1992575178        0.50616018606        0.18277033812        0.64259210744         7.7535004527       -0.56889852234        -1.0374169488        0.96840720418         6.1562199823         3.9000917975        -3.3171381478         2.0183766437         5.8952941623        -1.4474414612        -1.7600297821        -2.7223165616         3.3610478084         9.0012134315         1.1263122155         4.5345093559         3.2084131288        -2.0302105329         1.2884927109         3.0135272262         7.2243250951     
   -1.0931541837         4.5612648397         2.4290327547       -0.53512655237         1.0704658503         8.6999422803        0.33338667619        -1.7715801380         2.9530577234         9.7552002194         4.6937506763        -1.2913835955        -2.6208200620       -0.33636955988       -0.74538632337E-01     7.2839489651         3.2037085530        0.52094377715         4.1336268200         6.4409824815       -0.51204222958         2.9577795890         5.9242363873         2.5312480276        -3.4070398963         1.4795711217         1.8652190977         6.7184742665         2.7588650632         1.4825444650         1.1824387050         3.0540856748         10.076202104        -1.1659398021        -1.4444528830         2.7199847882         2.5224878287         3.8288742038         8.5892563071         2.9514416271     
